"Age","Sex","Class","Religion","X5..Have.you.heard.of.the.term.oral.habits..Habits.involving.parts.of.the.mouth..","School","X6..Which.of.these.listed.below.do.you.think.is.are.oral.habits.","X7..Do.you.think.oral.habits.can.lead.to.malocclsuion..scattered.teeth..","X8..Do.you.think.oral.habits.can.be.caused.by.stress.or.feel.of.insecuirity.","X9..Do.you.think.there.is.a.high.occurence.of.oral.habits.among.children.","X10..Children.who.breastfeed.for.a.longer.period.have.a.lower.tendency.of.developing.oral.habits..Do.you.agree.","X11..Developing.oral.habits.are.not.influenced.by.peer.groups.or.siblings..Do.you.agree.","X12..Children.of.working.parents.caregivers.who.get.to.spend.less.time.with.their.parents.tend.to.indulge..engage..more.in.oral.habits..Do.you.agree.","X13..Children.experiencing.issues.adjusting.to.their.surroundings.are.more.likely.to.indulge.in.Oral.habits..Do.you.agree.","X15..The.negative.effects.of.oral.habits.generally.subside.disappear.if.the.habit.is.stopped.before.the.permanent.teeth.erupt..come.into.the.mouth.","X16...Discouraging.stopping.certain.oral.habits.early.in.a.young.child..3.years..will.avoid.negative.effects.of.oral.habits.on.the.child.s.self.esteem.and.growth.of.the.face.and.teeth..Do.you.agree.","X17....Parental.pressure.or.social.pressure.influence.can.help.a.child.break.the.habit.","X18.....Do.you.think.professionals.should.check.the.child.for.psychological..emotional.problems.before.starting.oral.habit.treatment.","X19......Treatment.options.for.oral.habits.include.which.of.the.following.","X20...Do.you.think.educating.the.parents.child.and.care.giver.about.oral.health.can.serve.as.a.preventive.measure.to.reduce.the.occurrence.of.oral.habits.","X21....Do.you.think.using.reminder.therapy.and.rewarding.the.child.for.not.indulging.in.the.habit.can.be.useful.in.stopping.oral.habits.at.the.early.stage.","X22.....Do.you.think.patients.with.oral.habits.should.see.the.dentists.for.treatment.","X23...Do.you.think.people.know.of.the.negative.effects.of.oral.habits.and.ways.to.stop.or.treat.it.","X24...Do.you.think.people.tend.to.neglect.oral.habits.in.children.when.they.occur.","X25...Do.you.know.anyone.who.engages.in.any.type.of.oral.habits.","X26....What.do.you.do.when.you.see.someone.engaging.in.an.oral.habit.","X27...Do.you.engage.in.any.form.of.oral.habit.","X28...Which.habits.do.you.engage.in.","X29..Have.you.received.any.form.of.treatment.for.the.oral.habit.","X30...If.YES.to.question.29.what.treatment.did.you.receive.","X14..Oral.habits.affect.a.child.s.facial.appearance.which.inturn.affect.their.self.esteem..Do.you.agree.","X6..Breathing.through.the.mouth","X6..Elbow.Sucking","X6..Hair.Plucking","X6..Lip.Biting","X6..Lip.Sucking","X6..Nail.Biting","X6..Sticking.Out.the.tongue","X6..Thumb.Digit.Sucking","X6..Tongue.Sucking","X6..Tooth.Grinding","X19.Counselling.the.child.to.stop.the.habit","X19.Removing.anything.that.affects.the.child.emotionally.or.psychologically","X19.Rewarding.the.child.anytime.he.she.is.not.carrying.out.the.oral.habit","X19.Use.of.braces","X19.Use.of.habit.breaking.appliances","X19.Using.something.to.remind.the.child.anytime.he.she.wants.to.engage.in.the.habit","X26.I.advise.them.to.see.a.dentist","X26.I.advise.them.to.stop","X26.I.do.nothing","X28.Breathing.through.the.mouth","X28.Elbow.sucking","X28.Hair.plucking","X28.Lip.biting","X28.Lip.sucking","X28.Nail.biting","X28.Thumb.digit.sucking","X28.Tongue.sucking","X28.Tooth.grinding","X28.sticking.out.the.tongue","X30.Braces","X30.Counselling.me..the.child..to.stop.the.habit","X30.Habit.breaking.appliances","X30.Holes.in.tooth","X30.My.brothers.hit.my.mouth.sometimes.if.I.suck.my.lips.and.that.made.me.stop","X30.Removing.anything.that.affects.me..the.child..emotionally.or.psychologically","X30.Rewarding.the.child.anytime.he.she.is.not.carry.out.the.oral.habit","X30.Telling.he.she.the.effect.of.oral..habit","X30.To.stop","X30.Using.something.to.remind.me.anytime.I.want.to.engage.in.the.habit"
14,"Female","SS2","Christian","Yes","Community","Nail Biting","I don't know","Yes","Yes","Yes","Yes","Yes","Yes","TRUE","Yes","FALSE","Yes","Removing anything that affects the child emotionally or psychologically","Yes","Yes","Yes","Yes","Yes","No","I advise them to stop","Yes","Nail biting,Lip biting","No",NA,"Yes",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"Female","SS1","Christian","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Sticking Out the tongue,Breathing through the mouth,Lip Sucking","Yes","No","Yes","Yes","Yes","No","Yes","TRUE","Yes","TRUE","Yes","Counselling the child to stop the habit,Using something to remind the child anytime he/she wants to engage in the habit,Removing anything that affects the child emotionally or psychologically","Yes","Yes","Yes","I don’t know","No","Yes","I advise them to stop","No",NA,"No",NA,"Yes",1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"Male","SS1","Christian","Yes","Community","Nail Biting,Elbow Sucking,Hair Plucking","Yes","Yes","No","No","No","Yes","No","TRUE","Yes","TRUE","No","Counselling the child to stop the habit,Using something to remind the child anytime he/she wants to engage in the habit,Use of habit breaking appliances,Use of braces","Yes","No","Yes","No","No","No","I advise them to stop","No",NA,NA,NA,"No",0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Female","SS1","Muslim","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Sticking Out the tongue,Nail Biting,Lip Sucking","Yes","No","Yes","Yes","No","Yes","Yes","TRUE","Yes","TRUE","Yes","Counselling the child to stop the habit,Rewarding the child anytime he/she is not carrying out the oral habit,Removing anything that affects the child emotionally or psychologically","Yes","Yes","Yes","No","No","Yes","I advise them to stop","No",NA,NA,NA,"Yes",0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Female","SS2","Christian","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Sticking Out the tongue,Nail Biting,Hair Plucking,Lip Sucking","Yes","No","Yes","Yes","Yes","Yes","Yes","TRUE","Yes","TRUE","Yes","Counselling the child to stop the habit,Rewarding the child anytime he/she is not carrying out the oral habit,Removing anything that affects the child emotionally or psychologically","Yes","Yes","Yes","No","No","Yes","I advise them to stop","No",NA,NA,NA,"Yes",0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Male","SS1","Muslim","No","Community","Thumb/Digit Sucking,Tongue Sucking,Breathing through the mouth,Lip Sucking","Yes","Yes","No","Yes","No","I don't know","I don’t know","FALSE","No","TRUE","Yes","Counselling the child to stop the habit,Rewarding the child anytime he/she is not carrying out the oral habit,Use of braces","Yes","No","Yes","Yes","Yes","No","I advise them to see a dentist","Yes","Breathing through the mouth,Nail biting,Lip sucking","No",NA,"Yes",1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"Female","SS2","Christian","Yes","Community","Thumb/Digit Sucking","Yes","I don't know","Yes","No","Yes","Yes","I don’t know","FALSE","I don't know","I don't know","I don't know","Rewarding the child anytime he/she is not carrying out the oral habit","Yes","Yes","I don’t know","No","I don’t know","I don’t know","I advise them to see a dentist","I don’t know",NA,NA,"Counselling me (the child) to stop the habit","Yes",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"Female","JSS1","Christian","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Sticking Out the tongue,Breathing through the mouth,Lip Sucking,Lip Biting,Tooth Grinding","Yes","No","Yes","Yes","Yes","Yes","Yes","TRUE","Yes","TRUE","Yes","Counselling the child to stop the habit,Using something to remind the child anytime he/she wants to engage in the habit,Rewarding the child anytime he/she is not carrying out the oral habit,Removing anything that affects the child emotionally or psychologically,Use of braces","Yes","Yes","Yes","Yes","Yes","Yes","I advise them to stop","No","Lip biting","Yes","Counselling me (the child) to stop the habit","Yes",1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Female","SS2","Christian","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Sticking Out the tongue,Nail Biting,Lip Sucking,Lip Biting","Yes","I don't know","Yes","I don't know","Yes","No","No","I don’t know","Yes","TRUE","Yes","Counselling the child to stop the habit,Using something to remind the child anytime he/she wants to engage in the habit","Yes","Yes","Yes","No","No","Yes","I advise them to stop","No","Breathing through the mouth,Tooth grinding",NA,NA,"Yes",0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"Female","SS2","Christian","No","Community","Tongue Sucking,Sticking Out the tongue,Lip Sucking,Lip Biting","I don't know","Yes","I don't know","No","Yes","I don't know","Yes","TRUE","Yes","TRUE","Yes","Counselling the child to stop the habit","No","I don't know","Yes","No","I don’t know","Yes","I advise them to stop","No",NA,NA,"Counselling me (the child) to stop the habit,Using something to remind me anytime I want to engage in the habit,Rewarding the child anytime he/she is not carry out the oral habit,Removing anything that affects me (the child) emotionally or psychologically,Habit breaking appliances,Braces","I don’t know",0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"Male","SS1","Christian","Yes","Community","Thumb/Digit Sucking","Yes","Yes","Yes","I don't know","I don't know","No","Yes","TRUE","Yes","FALSE","Yes","Counselling the child to stop the habit","Yes","Yes","Yes","I don’t know","I don’t know","Yes","I advise them to see a dentist","No","Lip sucking,Lip biting","No",NA,"Yes",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"Female","SS1","Muslim","Yes","Community","Thumb/Digit Sucking,Sticking Out the tongue,Breathing through the mouth","Yes","I don't know","Yes","Yes","Yes","Yes","Yes","TRUE","No","TRUE","Yes","Counselling the child to stop the habit,Using something to remind the child anytime he/she wants to engage in the habit,Removing anything that affects the child emotionally or psychologically,Use of braces","Yes","Yes","Yes","No","No","Yes","I advise them to see a dentist","No",NA,NA,NA,"Yes",1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"Female","SS2","Christian","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Sticking Out the tongue,Breathing through the mouth,Nail Biting,Lip Sucking,Lip Biting,Tooth Grinding","Yes","Yes","Yes","I don't know","I don't know","No","Yes","TRUE","Yes","TRUE","Yes","Counselling the child to stop the habit,Using something to remind the child anytime he/she wants to engage in the habit,Rewarding the child anytime he/she is not carrying out the oral habit,Removing anything that affects the child emotionally or psychologically,Use of habit breaking appliances,Use of braces","Yes","Yes","Yes","No","Yes","Yes","I advise them to see a dentist","No",NA,NA,NA,"Yes",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"Female","SS2","Muslim","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Nail Biting,Lip Sucking,Lip Biting","Yes","No","Yes","Yes","Yes","Yes","Yes","TRUE","Yes","TRUE","Yes","Using something to remind the child anytime he/she wants to engage in the habit,Removing anything that affects the child emotionally or psychologically,Use of habit breaking appliances","Yes","Yes","Yes","No","Yes","Yes","I advise them to stop","No",NA,NA,NA,"Yes",0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Female","SS2","Christian","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Sticking Out the tongue,Breathing through the mouth,Nail Biting,Elbow Sucking,Hair Plucking,Lip Sucking,Lip Biting,Tooth Grinding","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TRUE","Yes","TRUE","Yes","Counselling the child to stop the habit,Using something to remind the child anytime he/she wants to engage in the habit,Rewarding the child anytime he/she is not carrying out the oral habit,Removing anything that affects the child emotionally or psychologically,Use of habit breaking appliances,Use of braces","Yes","Yes","Yes","Yes","Yes","Yes","I advise them to see a dentist","No",NA,"No",NA,"Yes",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"Female","SS2","Christian","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Breathing through the mouth,Nail Biting,Lip Sucking,Lip Biting,Tooth Grinding","Yes","I don't know","Yes","I don't know","No","No","Yes","TRUE","Yes","TRUE","Yes","Counselling the child to stop the habit","Yes","Yes","Yes","No","Yes","Yes","I advise them to stop","Yes","Breathing through the mouth,Nail biting","No",NA,"Yes",1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Female","SS2","Christian","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Sticking Out the tongue,Breathing through the mouth,Nail Biting,Hair Plucking,Lip Biting,Tooth Grinding","Yes","Yes","Yes","No","No","Yes","Yes","TRUE","Yes","TRUE","Yes","Rewarding the child anytime he/she is not carrying out the oral habit,Removing anything that affects the child emotionally or psychologically","Yes","Yes","Yes","Yes","Yes","Yes","I advise them to stop,I advise them to see a dentist","Yes","Breathing through the mouth,Nail biting,Lip sucking,Lip biting,Hair plucking,Tooth grinding","No",NA,"Yes",1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,"Male","SS1","Christian","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Sticking Out the tongue,Breathing through the mouth,Nail Biting,Lip Biting,Tooth Grinding","I don't know","I don't know","Yes","Yes","Yes","Yes","Yes","I don’t know","No","TRUE","No","Counselling the child to stop the habit,Using something to remind the child anytime he/she wants to engage in the habit,Removing anything that affects the child emotionally or psychologically,Use of habit breaking appliances,Use of braces",NA,"Yes",NA,"Yes","Yes","Yes","I advise them to see a dentist","No","Nail biting,Lip sucking",NA,NA,"I don’t know",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"Male","SS1","Christian","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Sticking Out the tongue,Tooth Grinding","Yes","No","Yes","I don't know","No","No","No","TRUE","Yes","TRUE","I don't know","Counselling the child to stop the habit,Using something to remind the child anytime he/she wants to engage in the habit,Removing anything that affects the child emotionally or psychologically","Yes","Yes","Yes","No","Yes","I don’t know","I advise them to stop,I advise them to see a dentist","No",NA,NA,NA,"Yes",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Female","SS2","Christian","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Sticking Out the tongue,Breathing through the mouth,Nail Biting,Lip Sucking,Lip Biting,Tooth Grinding","Yes","I don't know","Yes","I don't know","No","No","Yes","TRUE","Yes","TRUE","Yes","Counselling the child to stop the habit,Using something to remind the child anytime he/she wants to engage in the habit,Removing anything that affects the child emotionally or psychologically,Use of braces","Yes","Yes","Yes","No","Yes","Yes","I advise them to stop","Yes","Nail biting","No",NA,"Yes",1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"Male","SS1","Christian","Yes","Community","Tongue Sucking,Nail Biting,Lip Sucking","Yes","Yes","Yes","No","I don't know","Yes","Yes","I don’t know","I don't know","TRUE","Yes","Counselling the child to stop the habit,Using something to remind the child anytime he/she wants to engage in the habit,Removing anything that affects the child emotionally or psychologically,Use of habit breaking appliances","Yes","Yes","Yes","Yes","Yes","Yes","I advise them to see a dentist","Yes","Breathing through the mouth,Nail biting,Tooth grinding","No",NA,"Yes",0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,"Male","SS2","Christian","No","Community","Tongue Sucking,Sticking Out the tongue,Breathing through the mouth,Lip Sucking","I don't know","No","Yes","Yes","I don't know","Yes","No","TRUE","No","TRUE","Yes","Using something to remind the child anytime he/she wants to engage in the habit,Rewarding the child anytime he/she is not carrying out the oral habit","Yes","I don't know","Yes","Yes","Yes","I don’t know","I advise them to stop","No",NA,NA,NA,"No",1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"Female","SS1","Christian","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Sticking Out the tongue,Breathing through the mouth,Nail Biting,Lip Sucking,Lip Biting,Tooth Grinding","No","No","No","I don't know","No","No","Yes","TRUE","Yes","TRUE","No","Using something to remind the child anytime he/she wants to engage in the habit,Rewarding the child anytime he/she is not carrying out the oral habit,Use of habit breaking appliances,Use of braces","Yes","Yes","Yes","No","Yes","Yes","I advise them to stop","No",NA,NA,NA,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"Male","SS1","Christian","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Sticking Out the tongue,Tooth Grinding","Yes","No","Yes","I don't know","No","No","No","TRUE","Yes","TRUE","I don't know","Counselling the child to stop the habit,Using something to remind the child anytime he/she wants to engage in the habit,Removing anything that affects the child emotionally or psychologically","Yes","Yes","Yes","No","No","No","I advise them to stop","Yes","Nail biting","No",NA,"Yes",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Female","SS2","Muslim","No","Community","Tongue Sucking,Breathing through the mouth,Tooth Grinding","I don't know","Yes","I don't know","I don't know","I don't know","Yes","I don’t know","TRUE","Yes","TRUE","Yes","Counselling the child to stop the habit","I don't know","Yes","I don’t know","No","No","No","I advise them to see a dentist","No",NA,"I don’t know",NA,"Yes",1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"Male","SS1","Christian","Yes","Community","Thumb/Digit Sucking,Breathing through the mouth,Nail Biting,Lip Sucking,Lip Biting,Tooth Grinding","Yes","No","Yes","Yes","Yes","Yes","Yes","TRUE","Yes","TRUE","Yes","Counselling the child to stop the habit,Using something to remind the child anytime he/she wants to engage in the habit,Removing anything that affects the child emotionally or psychologically","Yes","Yes","Yes","No","No","Yes","I advise them to stop","No",NA,"No",NA,"Yes",1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Male","SS2","Muslim","Yes","Community","Tongue Sucking,Sticking Out the tongue,Elbow Sucking,Lip Sucking","I don't know","Yes","Yes","Yes","Yes","No","Yes","FALSE","Yes","TRUE","Yes","Counselling the child to stop the habit,Using something to remind the child anytime he/she wants to engage in the habit,Rewarding the child anytime he/she is not carrying out the oral habit,Removing anything that affects the child emotionally or psychologically,Use of habit breaking appliances,Use of braces","No","No","Yes","Yes","No","Yes","I advise them to stop","No",NA,NA,NA,"No",0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"Female","SS1","Christian","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Sticking Out the tongue,Breathing through the mouth,Lip Sucking,Lip Biting,Tooth Grinding","Yes","Yes","Yes","No","Yes","No","Yes","TRUE","Yes","TRUE","Yes","Counselling the child to stop the habit,Using something to remind the child anytime he/she wants to engage in the habit,Rewarding the child anytime he/she is not carrying out the oral habit,Removing anything that affects the child emotionally or psychologically,Use of habit breaking appliances,Use of braces","Yes","Yes","Yes","No","Yes","Yes","I advise them to stop","Yes","sticking out the tongue,Tongue sucking,Breathing through the mouth,Nail biting,Lip sucking,Lip biting,Hair plucking,Tooth grinding","No",NA,"Yes",1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
14,"Male","SS1","Christian","Yes","Community","Thumb/Digit Sucking,Breathing through the mouth,Nail Biting,Lip Sucking,Lip Biting,Tooth Grinding","Yes","I don't know","I don't know","I don't know","I don't know","I don't know","Yes","TRUE","Yes","TRUE","Yes","Counselling the child to stop the habit,Using something to remind the child anytime he/she wants to engage in the habit","Yes","Yes","Yes","Yes","Yes","Yes","I advise them to see a dentist","No","Lip sucking",NA,NA,"Yes",1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Female","SS1","Christian","Yes","Community","Tongue Sucking,Breathing through the mouth,Nail Biting,Lip Sucking,Lip Biting,Tooth Grinding","Yes","Yes","I don't know","Yes","I don't know","I don't know","Yes","I don’t know","Yes","TRUE","Yes","Removing anything that affects the child emotionally or psychologically","I don't know","Yes","Yes","Yes","I don’t know","No","I advise them to see a dentist","No",NA,"No",NA,"Yes",1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Male","SS1","Muslim","No","Community","Breathing through the mouth","No","I don't know","I don't know","No","No","No","No","I don’t know","I don't know","I don't know","I don't know","Use of braces","No","No","No","No","Yes","I don’t know","I advise them to stop","No",NA,NA,NA,"I don’t know",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Female","SS1","Muslim","Yes","Community","Tongue Sucking,Nail Biting,Tooth Grinding","No","Yes","Yes","No","No","Yes","I don’t know","FALSE","No","TRUE","Yes","Counselling the child to stop the habit,Using something to remind the child anytime he/she wants to engage in the habit,Removing anything that affects the child emotionally or psychologically,Use of braces","No","Yes","No","No","Yes","Yes","I do nothing,I advise them to see a dentist","Yes","sticking out the tongue,Breathing through the mouth,Hair plucking,Tooth grinding","Yes","Counselling me (the child) to stop the habit,Using something to remind me anytime I want to engage in the habit,Rewarding the child anytime he/she is not carry out the oral habit,Removing anything that affects me (the child) emotionally or psychologically,Habit breaking appliances,Braces","Yes",0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1
15,"Male","SS2","Muslim","Yes","Community","Tongue Sucking,Elbow Sucking","I don't know","No","Yes","Yes","No","I don't know","No","I don’t know","No","TRUE","Yes","Counselling the child to stop the habit,Rewarding the child anytime he/she is not carrying out the oral habit","Yes","Yes","No","Yes","No","Yes","I advise them to stop","No",NA,NA,NA,"I don’t know",0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Female","SS2","Christian","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Sticking Out the tongue,Breathing through the mouth,Nail Biting,Hair Plucking,Lip Sucking,Tooth Grinding","Yes","No","Yes","Yes","No","Yes","Yes","TRUE","Yes","TRUE","Yes","Counselling the child to stop the habit,Rewarding the child anytime he/she is not carrying out the oral habit,Removing anything that affects the child emotionally or psychologically","Yes","Yes","Yes","Yes","No","Yes","I advise them to stop","No","Breathing through the mouth,Nail biting",NA,NA,"Yes",1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Female","SS2","Muslim","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Lip Sucking","Yes","No","Yes","No","Yes","No","No","TRUE","Yes","I don't know","Yes","Counselling the child to stop the habit,Use of habit breaking appliances,Use of braces","Yes","Yes","Yes","No","I don’t know","Yes","I advise them to see a dentist","No",NA,NA,NA,"Yes",0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Male","SS2","Muslim","No","Community","Thumb/Digit Sucking,Nail Biting,Elbow Sucking,Hair Plucking,Lip Biting,Tooth Grinding","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don’t know","I don’t know","I don't know","TRUE","I don't know","Counselling the child to stop the habit","I don't know","I don't know","I don’t know","I don’t know","I don’t know","I don’t know","I advise them to see a dentist","I don’t know","Tongue sucking","I don’t know",NA,"I don’t know",0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Male","SS2","Muslim","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Lip Sucking","No","Yes","I don't know","I don't know","Yes","No","I don’t know","I don’t know","Yes","TRUE","Yes","Use of braces","Yes","I don't know","Yes","Yes","I don’t know","Yes","I do nothing","No","Thumb/digit sucking",NA,NA,"Yes",0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"Female","SS1","Christian","No","Community","Thumb/Digit Sucking,Tongue Sucking,Breathing through the mouth,Nail Biting,Hair Plucking,Lip Sucking,Tooth Grinding","Yes","I don't know","Yes","Yes","Yes","Yes","Yes","TRUE","Yes","TRUE","Yes","Counselling the child to stop the habit,Use of habit breaking appliances","Yes","No","Yes","No","Yes","Yes","I advise them to stop","Yes","Tooth grinding","No",NA,"Yes",1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,"Female","SS1","Muslim","Yes","Community","Tongue Sucking","No","I don't know","Yes","Yes","Yes","I don't know","I don’t know","FALSE","I don't know","FALSE","I don't know","Counselling the child to stop the habit","Yes","No","I don’t know","Yes","Yes","Yes","I advise them to see a dentist","No",NA,"No",NA,"I don’t know",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Male","SS1","Christian","Yes","Community","Thumb/Digit Sucking,Tongue Sucking,Breathing through the mouth,Nail Biting,Lip Biting,Tooth Grinding","Yes","No","Yes","I don't know","I don't know","No","No","TRUE","Yes","TRUE","I don't know","Counselling the child to stop the habit,Removing anything that affects the child emotionally or psychologically","Yes","Yes","Yes","No","Yes","I don’t know","I advise them to stop,I advise them to see a dentist","No","sticking out the tongue","No",NA,"Yes",1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
